index,trialid,source_register,date_registration,date_enrollement,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,intervention_type,intervention,web_address,results_url_link,last_refreshed_on,first_seen
444,ChiCTR2000030750,ChiCTR,2020-03-13,2020-03-01,Shenzhen Third People's Hospital,Not Recruiting,Phase 1/Phase 2,Interventional,China,A clinical study for effectiveness and safety evaluation for recombinant chimeric COVID-19 epitope DC vaccine in the treatment of novel coronavirus pneumonia,ATMP,Vaccine,http://www.chictr.org.cn/showproj.aspx?proj=50928,No Results,2020-03-16,2020-03-18
445,ChiCTR2000030718,ChiCTR,2020-03-11,2020-02-12,Zhongnan Hospital of Wuhan University,Recruiting,Phase 4,Interventional,China,Randomized controlled trial for Chloroquine Phosphate in the Treatment of novel coronavirus pneumonia (COVID-19),Drug,Chloroquine,http://www.chictr.org.cn/showproj.aspx?proj=50843,No Results,2020-03-16,2020-03-18
446,ChiCTR2000030739,ChiCTR,2020-03-13,2020-02-01,Shandong Provincial Chest hospital,Recruiting,Not Applicable,Observational,China,Exploration of the Clinical Characteristics of Patients with Novel Coronavirus Pneumonia (COVID-19) and Its Differences from Patients with Severe Influenza A and MERS,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50896,No Results,2020-03-16,2020-03-18
447,ChiCTR2000030721,ChiCTR,2020-03-12,2020-03-16,Affiliated Hospital of Guangdong Medical University,Not Recruiting,Not Applicable,Diagnostic test,China,A comparative study for the sensitivity of induced sputum and throat swabs for the detection of SARS-CoV-2 by real-time PCR in patients with novel coronavirus pneumonia (COVID-19),Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50759,No Results,2020-03-16,2020-03-18
448,ChiCTR2000030702,ChiCTR,2020-03-10,2020-02-15,China-Japan Friendship Hospital,Recruiting,Not Applicable,Interventional,China,Plasma of the convalescent in the treatment of novel coronavirus pneumonia (COVID-19) common patient: a prospective clinical trial,ATMP,Plasma,http://www.chictr.org.cn/showproj.aspx?proj=50537,No Results,2020-03-16,2020-03-18
449,ChiCTR2000030697,ChiCTR,2020-03-10,2020-03-10,Ningbo First Hospital,Not Recruiting,Not Applicable,Observational,China,"A multi-center, open-label observation study for psychological status and intervention efficacy of doctors, nurses, patients and their families in novel coronavirus pneumonia (COVID-19) designated hospitals",Other (psych),Psychological,http://www.chictr.org.cn/showproj.aspx?proj=50781,No Results,2020-03-16,2020-03-18
450,ChiCTR2000030690,ChiCTR,2020-03-10,2020-02-10,The Third Affiliated Hospital of the Second Military Medical University,Recruiting,Not Applicable,Basic Science,China,Study for immune cell subsets in convalescent patients with novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50261,No Results,2020-03-16,2020-03-18
451,ChiCTR2000030580,ChiCTR,2020-03-08,2020-02-01,Shanghai General Hospital,Recruiting,Phase 4,Interventional,China,Efficacy and safety of tozumab combined with adamumab(Qletli) in severe and critical patients with novel coronavirus pneumonia (COVID-19),Drug,Tocilizumab,http://www.chictr.org.cn/showproj.aspx?proj=50693,No Results,2020-03-16,2020-08-03
452,ChiCTR2000030717,ChiCTR,2020-03-11,2020-04-01,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Not Applicable,Observational,China,A medical records based study for risk assessment and treatment timing of invasive fungal infection in novel coronavirus pneumonia (COVID-19) critical patients,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50860,No Results,2020-03-16,2020-03-18
453,ChiCTR2000030716,ChiCTR,2020-03-11,2020-03-05,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,Shedding of SARS-CoV-2 in human semen and evaluation of reproductive health of novel coronavirus pneumonia (COVID-19) male patients,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50850,No Results,2020-03-16,2020-03-18
454,ChiCTR2000030719,ChiCTR,2020-03-11,2020-03-01,Wuhan Hospital of Integrated Traditional Chinese and Western Medicine,Recruiting,Not Applicable,Observational,China,A retrospective cohort study for integrated traditional Chinese and western medicine in the treatment of 1071 patients with novel coronavirus pneumonia (COVID-19) in Wuhan,Traditional Medicine + Western Medicine,Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50867,No Results,2020-03-16,2020-03-18
455,ChiCTR2000030703,ChiCTR,2020-03-10,2020-03-10,Xiangya Hospital of Central South University,Recruiting,Not Applicable,Interventional,China,"A randomized, blinded, controlled, multicenter clinical trial to evaluate the efficacy and safety of Ixekizumab combined with conventional antiviral drugs in patients with novel coronavirus pneumonia (COVID-19)",Drug,"Combination: Ixekizumab + up to three of interferon-alfa, lopinavir/ritonavir, chloroquine, ribavirin, umifenovir",http://www.chictr.org.cn/showproj.aspx?proj=50251,No Results,2020-03-16,2020-03-18
456,ChiCTR2000030701,ChiCTR,2020-03-10,2020-03-10,The Third People's Hospital of Shenzhen,Not Recruiting,Not Applicable,Interventional,China,"A randomized, parallel controlled open-label trial for the efficacy and safety of Prolongin (Enoxaparin Sodium Injection) in the treatment of adult patients with novel coronavirus pneumonia (COVID-19)",Drug,LMWH (Enoxaparin),http://www.chictr.org.cn/showproj.aspx?proj=50795,No Results,2020-03-16,2020-03-18
457,ChiCTR2000030700,ChiCTR,2020-03-10,2020-03-09,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Not Applicable,Interventional,China,Study for the efficacy and safety of Prolongin (Enoxaparin Sodium Injection) in treatment of novel coronavirus pneumonia (COVID-19) adult common patients,Drug,LMWH (Enoxaparin),http://www.chictr.org.cn/showproj.aspx?proj=50786,No Results,2020-03-16,2020-03-18
458,ChiCTR2000030687,ChiCTR,2020-03-09,2020-02-01,"Wuhan Children's Hospital, Tongji Medical College, Huazhong University of Science & Technology",Not Recruiting,Not Applicable,Basic Science,China,Novel coronavirus pneumonia (COVID-19) associated kidney injury in children,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50572,No Results,2020-03-16,2020-03-18
459,ChiCTR2000030545,ChiCTR,2020-03-06,2020-02-04,Hubei Hospital of Traditional Chinese Medicine,Recruiting,Phase 4,Interventional,China,"Efficacy and safety of honeysuckle oral liquid in the treatment of novel coronavirus pneumonia (COVID-19): a multicenter, randomized, controlled, open clinical trial",Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50126,No Results,2020-03-16,2020-08-03
460,ChiCTR2000030686,ChiCTR,2020-03-09,2020-03-03,Peking University Third Hospital,Recruiting,Not Applicable,Observational,China,The effects of prevention and control measures on treatment and psychological status of cancer patients during the novel coronavirus pneumonia (COVID-19) outbreak,Other (psych),Psychological,http://www.chictr.org.cn/showproj.aspx?proj=50714,No Results,2020-03-16,2020-03-18
461,ChiCTR2000030679,ChiCTR,2020-03-09,2020-01-28,"Wuhan Children's Hospital, Tongji Medical College, Huazhong University of Science & Technology",Recruiting,Not Applicable,Observational,China,Cohort study of Novel Coronavirus Infected Diseases (COVID-19) in children,Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50730,No Results,2020-03-16,2020-03-18
462,ChiCTR2000030683,ChiCTR,2020-03-09,2020-03-09,The Sixth Affiliated Hospital of Sun Yat-sen University,Not Recruiting,Not Applicable,Diagnostic test,China,The prediction value of prognosis of novel coronavirus pneumonia (COVID-19) in elderly patients by modified early warning score (MEWS): a medical records based retrospective observational study,Prognosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50633,No Results,2020-03-16,2020-03-18
463,ChiCTR2000030681,ChiCTR,2020-03-09,2020-03-16,Liaocheng People's Hospital,Not Recruiting,Not Applicable,Interventional,China,An anaesthesia procedure and extubation strategy for reducing patient agitation and cough after extubation that can be used to prevent the spread of Novel Coronavirus Pneumonia (COVID-19) and other infectious viruses in the operating Room,Other (physical),Extubation,http://www.chictr.org.cn/showproj.aspx?proj=50763,No Results,2020-03-16,2020-03-18
464,ChiCTR2000030388,ChiCTR,2020-03-01,2020-02-18,Jingzhou First People's Hospital,Recruiting,Not Applicable,Interventional,China,Efficacy and safety of Xue-Bi-Jing injection in the treatment of severe cases of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50306,No Results,2020-03-16,2020-08-03
465,ChiCTR2000030606,ChiCTR,2020-03-08,2020-03-09,"Xiyuan Hospital, Chinese Academy of Traditional Chinese Medicine",Not Recruiting,Not Applicable,Observational,China,Medical records based study for the correlation between Chinese medicine certificate and lung image of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50713,No Results,2020-03-16,2020-03-18
466,ChiCTR2000030597,ChiCTR,2020-03-08,2020-03-09,China Academy of Chinese Medical Science,Not Recruiting,Not Applicable,Observational,China,Medical records based study for the correlation between Chinese medicine certificate and lung image of novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50702,No Results,2020-03-16,2020-08-03
467,ChiCTR2000030619,ChiCTR,2020-03-08,2020-02-01,The First Affiliated Hospital of Bengbu Medical College,Not Recruiting,Not Applicable,Observational,China,A medical records based real world study for the characteristics and correlation mechanism of traditional Chinese medicine combined with western medicine in the treatment of patients with novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=50656,No Results,2020-03-16,2020-08-03
468,ChiCTR2000030114,ChiCTR,2020-02-23,2020-02-24,Peking University People's Hospital,Not Recruiting,Not Applicable,Diagnostic test,China,"Lung ultrasound in the diagnosis, treatment and prognosis of pulmonary lesions of novel coronavirus pneumonia (COVID-19)",Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49987,No Results,2020-03-16,2020-03-18
469,ChiCTR2000030528,ChiCTR,2020-03-06,2020-03-06,The Second Clinical College of Guangzhou University of Chinese Medicine,Not Recruiting,Not Applicable,Observational,China,Application of TCM Nursing Scheme in Patients with Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50641,No Results,2020-03-16,2020-08-03
470,ChiCTR2000030055,ChiCTR,2020-02-22,2020-02-10,The First Affiliated Hospital of Guangzhou Medical University,Recruiting,Phase 4,Prognosis,China,Multicenter study for the treatment of Dipyridamole with novel coronavirus pneumonia (COVID-19),Drug,Dipyridamole,http://www.chictr.org.cn/showproj.aspx?proj=49864,No Results,2020-03-16,2020-08-03
471,ChiCTR2000030187,ChiCTR,2020-02-24,2020-02-25,Jingzhou First People's Hospital,Recruiting,Not Applicable,Interventional,China,Clinical study for Lopinavir and Ritonavir in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Lopinavir/ritonavir,http://www.chictr.org.cn/showproj.aspx?proj=50057,No Results,2020-03-16,2020-08-03
472,ChiCTR2000030476,ChiCTR,2020-03-03,2020-03-03,"Cancer Institute, Longhua Hospital, Shanghai University of Traditional Chinese Medicine",Recruiting,Not Applicable,Interventional,China,Study for meditation assists for the rehabilitation of patients with novel coronaviruse pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=50455,No Results,2020-03-16,2020-08-03
473,ChiCTR2000030005,ChiCTR,2020-02-19,2020-02-21,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Not Applicable,Diagnostic test,China,Nucleic acid analysis of novel coronavirus pneumonia (COVID-19) in morning sputum samples and pharyngeal swabs-a prospectively diagnostic test,Diagnosis,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49669,No Results,2020-03-16,2020-08-03
474,ChiCTR2000029976,ChiCTR,2020-02-18,2020-02-18,Shanghai University of Traditional Chinese Medicine,Recruiting,Not Applicable,Interventional,China,The effect of Gymnastic Qigong Yangfeifang on functional recovery and quality of life in patients with mild novel coronavirus pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,http://www.chictr.org.cn/showproj.aspx?proj=49631,No Results,2020-03-16,2020-03-18
475,ChiCTR2000029770,ChiCTR,2020-02-13,2020-02-13,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Recruiting,Not Applicable,Observational,China,"Study for epidemiology, diagnosis and treatment of novel coronavirus pneumonia (COVID-19)",Clinical Presentation,No Intervention,http://www.chictr.org.cn/showproj.aspx?proj=49412,No Results,2020-03-16,2020-08-03
476,NCT04251767,ClinicalTrials.gov,2020-01-30,2020-02-05,The Second Hospital of Nanjing Medical University,Not Recruiting,Not Applicable,Interventional,China,Washed Microbiota Transplantation for Patients With 2019-nCoV Infection,ATMP,Intestinal microbiome,https://clinicaltrials.gov/show/NCT04251767,No Results,2020-03-23,2020-08-03
477,ChiCTR2000029592,ChiCTR,2020-02-05,2020-02-07,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Phase 4,Observational,China,Clinical Study of Arbidol Hydrochloride Using for Post-exposure Prophylaxis of 2019-nCoV in High-risk Population Including Medical Staff,Drug,Umifenovir,http://www.chictr.org.cn/showproj.aspx?proj=49069,No Results,2020-03-16,2020-08-03
478,NCT04272710,ClinicalTrials.gov,2020-02-12,2020-01-25,Chongqing Medical University,Not Recruiting,Phase 2,Observational,China,Prognositc Factors in COVID-19 Patients Complicated With Hypertension,Drug,ACE inhibitors,https://clinicaltrials.gov/show/NCT04272710,No Results,2020-03-23,2020-08-03
479,NCT04261270,ClinicalTrials.gov,2020-02-04,2020-02-01,Tongji Hospital,Recruiting,Phase 3,Interventional,China,"A Randomized,Open,Controlled Clinical Study to Evaluate the Efficacy of ASC09F and Ritonavir for 2019-nCoV Pneumonia",Drug,Combination: ASCO9F + ritonavir,https://clinicaltrials.gov/show/NCT04261270,No Results,2020-03-23,2020-08-03
480,NCT04263402,ClinicalTrials.gov,2020-02-02,2020-02-01,Tongji Hospital,Recruiting,Phase 4,Interventional,China,The Efficacy of Different Hormone Doses in 2019-nCoV Severe Pneumonia,Drug,Corticosteroids,https://clinicaltrials.gov/show/NCT04263402,No Results,2020-03-23,2020-08-03
481,NCT04264533,ClinicalTrials.gov,2020-02-04,2020-02-14,ZhiYong Peng,Recruiting,Phase 2,Interventional,China,Vitamin C Infusion for the Treatment of Severe 2019-nCoV Infected Pneumonia,Drug,Vitamin C,https://clinicaltrials.gov/show/NCT04264533,No Results,2020-03-23,2020-08-03
482,NCT04254874,ClinicalTrials.gov,2020-02-02,2020-02-01,Tongji Hospital,Recruiting,Phase 4,Interventional,China,"A Prospective/Retrospective,Randomized Controlled Clinical Study of Interferon Atomization in the 2019-nCoV Pneumonia",Drug,Interferon,https://clinicaltrials.gov/show/NCT04254874,No Results,2020-03-23,2020-08-03
483,NCT04287686,ClinicalTrials.gov,2020-02-21,2020-02-01,The First Affiliated Hospital of Guangzhou Medical University,Not Recruiting,Not Applicable,Interventional,China,Recombinant Human Angiotensin-converting Enzyme 2 (rhACE2) as a Treatment for Patients With COVID-19,Drug,ACE enzyme,https://clinicaltrials.gov/show/NCT04287686,No Results,2020-03-23,2020-03-18
484,NCT04255017,ClinicalTrials.gov,2020-02-02,2020-02-01,Tongji Hospital,Recruiting,Phase 4,Interventional,China,"A Prospective/Retrospective,Randomized Controlled Clinical Study of Antiviral Therapy in the 2019-nCoV Pneumonia",Drug,Combination: Umeprevir vs Oseltamivir vs lopinavir/ritonavir,https://clinicaltrials.gov/show/NCT04255017,No Results,2020-03-23,2020-08-03
485,NCT04264858,ClinicalTrials.gov,2020-02-08,2020-03-17,"Wuhan Union Hospital, China",Not Recruiting,Not Applicable,Interventional,China,Treatment of Acute Severe 2019-nCoV Pneumonia With Immunoglobulin From Cured Patients,ATMP,Immunoglobulin,https://clinicaltrials.gov/show/NCT04264858,No Results,2020-03-23,2020-08-03
486,NCT04283396,ClinicalTrials.gov,2020-02-13,2020-02-21,"Wuhan Union Hospital, China",Recruiting,Not Applicable,Observational,China,Study for Novel Coronavirus Pneumonia (NCP),Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04283396,No Results,2020-03-23,2020-03-18
487,NCT04285801,ClinicalTrials.gov,2020-02-24,2020-02-14,Chinese University of Hong Kong,Not Recruiting,Not Applicable,Observational,Hong Kong,Critically Ill Patients With COVID-19 in Hong Kong: a Multicentre Observational Cohort Study,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04285801,No Results,2020-03-23,2020-08-03
488,NCT04276896,ClinicalTrials.gov,2020-02-17,2020-03-24,Shenzhen Geno-Immune Medical Institute,Recruiting,Phase 1/Phase 2,Interventional,China,Immunity and Safety of Covid-19 Synthetic Minigene Vaccine,ATMP,Vaccine,https://clinicaltrials.gov/show/NCT04276896,No Results,2020-03-23,2020-03-18
489,NCT04278963,ClinicalTrials.gov,2020-02-19,2020-02-27,China Academy of Chinese Medical Sciences,Not Recruiting,Phase 2/Phase 3,Interventional,China,Yinhu Qingwen Decoction for the Treatment of Mild / Common CoVID-19,Traditional Medicine (Drug),Traditional Medicine,https://clinicaltrials.gov/show/NCT04278963,No Results,2020-03-23,2020-08-03
490,NCT04283461,ClinicalTrials.gov,2020-02-21,2020-03-03,National Institute of Allergy and Infectious Diseases (NIAID),Recruiting,Phase 1,Interventional,United States,Safety and Immunogenicity Study of 2019-nCoV Vaccine (mRNA-1273) to Prevent SARS-CoV-2 Infection,ATMP,Vaccine,https://clinicaltrials.gov/show/NCT04283461,No Results,2020-03-23,2020-08-03
491,NCT04292730,ClinicalTrials.gov,2020-02-28,2020-03-15,Gilead Sciences,Recruiting,Phase 3,Interventional,"Hong Kong, United States, South Korea, Taiwan, Singapore",Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Drug,Remdesivir,https://clinicaltrials.gov/show/NCT04292730,No Results,2020-03-23,2020-03-18
492,NCT04280705,ClinicalTrials.gov,2020-02-20,2020-02-21,National Institute of Allergy and Infectious Diseases (NIAID),Recruiting,Phase 2,Interventional,"South Korea, Singapore, United States",Adaptive COVID-19 Treatment Trial,Drug,Remdesivir,https://clinicaltrials.gov/show/NCT04280705,No Results,2020-03-23,2020-03-18
493,NCT04288102,ClinicalTrials.gov,2020-02-24,2020-03-05,Beijing 302 Hospital,Recruiting,Phase 1/Phase 2,Interventional,China,Treatment With Mesenchymal Stem Cells for Severe Corona Virus Disease 2019(COVID-19),ATMP,"Cells, mesenchymal",https://clinicaltrials.gov/show/NCT04288102,No Results,2020-03-23,2020-08-03
494,NCT04293692,ClinicalTrials.gov,2020-02-24,2020-02-24,Puren Hospital Affiliated to Wuhan University of Science and Technology,Not Recruiting,Not Applicable,Interventional,China,Therapy for Pneumonia Patients iInfected by 2019 Novel Coronavirus,ATMP,"Cells, mesenchymal",https://clinicaltrials.gov/show/NCT04293692,No Results,2020-03-23,2020-03-18
495,NCT04302766,ClinicalTrials.gov,2020-03-02,2020-03-02,U.S. Army Medical Research and Development Command,Not Recruiting,Not Applicable,Expanded Access,No Country Given,Expanded Access Remdesivir (RDV; GS-5734â„¢),Drug,Remdesivir,https://clinicaltrials.gov/show/NCT04302766,No Results,2020-03-23,2020-03-18
496,NCT04291053,ClinicalTrials.gov,2020-02-27,2020-04-01,Tongji Hospital,Not Recruiting,Phase 2/Phase 3,Interventional,No Country Given,The Efficacy and Safety of Huai er in the Adjuvant Treatment of COVID-19,Traditional Medicine (Drug),Traditional Medicine,https://clinicaltrials.gov/show/NCT04291053,No Results,2020-03-23,2020-03-18
497,NCT04292964,ClinicalTrials.gov,2020-03-01,2020-03-01,Chongqing Medical University,Not Recruiting,Not Applicable,Observational,China,Prognostic Factors of Patients With COVID-19,Prognosis,No Intervention,https://clinicaltrials.gov/show/NCT04292964,No Results,2020-03-23,2020-03-18
498,NCT04299724,ClinicalTrials.gov,2020-03-05,2020-02-15,Shenzhen Geno-Immune Medical Institute,Recruiting,Phase 1,Interventional,China,Safety and Immunity of Covid-19 aAPC Vaccine,ATMP,Plasma,https://clinicaltrials.gov/show/NCT04299724,No Results,2020-03-23,2020-03-18
499,NCT04302688,ClinicalTrials.gov,2020-03-07,2019-12-10,Renmin Hospital of Wuhan University,Not Recruiting,Not Applicable,Observational,China,Accurate Classification System for Patients With COVID-19 Pneumonitis,Diagnosis,No Intervention,https://clinicaltrials.gov/show/NCT04302688,No Results,2020-03-23,2020-03-18
500,NCT04292899,ClinicalTrials.gov,2020-02-28,2020-03-06,Gilead Sciences,Recruiting,Phase 3,Interventional,"Hong Kong, United States, South Korea, Taiwan, Singapore",Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Severe Coronavirus Disease (COVID-19),Drug,Remdesivir,https://clinicaltrials.gov/show/NCT04292899,No Results,2020-03-23,2020-03-18
501,NCT04303507,ClinicalTrials.gov,2020-03-06,2020-05-01,University of Oxford,Not Recruiting,Not Applicable,Interventional,No Country Given,Chloroquine Prevention of Coronavirus Disease (COVID-19) in the Healthcare Setting,Drug,Chloroquine,https://clinicaltrials.gov/show/NCT04303507,No Results,2020-03-23,2020-03-18
502,NCT04307693,ClinicalTrials.gov,2020-03-10,2020-03-11,Asan Medical Center,Recruiting,Phase 2,Interventional,South Korea,Comparison of Lopinavir/Ritonavir or Hydroxychloroquine in Patients With Mild Coronavirus Disease (COVID-19),Drug,Combination: lopinavir/ritonavir vs hydroxychloroquine,https://clinicaltrials.gov/show/NCT04307693,No Results,2020-03-23,2020-03-18
503,NCT04308317,ClinicalTrials.gov,2020-03-04,2020-03-05,Henan Provincial People's Hospital,Recruiting,Phase 4,Interventional,China,Tetrandrine Tablets Used in the Treatment of COVID-19,Drug,Tetrandrine,https://clinicaltrials.gov/show/NCT04308317,No Results,2020-03-23,2020-03-25
504,NCT04304053,ClinicalTrials.gov,2020-03-05,2020-03-15,Lihir Medical Centre,Not Recruiting,Phase 3,Interventional,No Country Given,Treatment of Mild Cases and Chemoprophylaxis of Contacts as Prevention of the COVID-19 Epidemic,Other,Chemoprophylaxis,https://clinicaltrials.gov/show/NCT04304053,No Results,2020-03-23,2020-03-18
505,NCT04304313,ClinicalTrials.gov,2020-02-14,2020-02-09,Tongji Hospital,Recruiting,Phase 3,Interventional,China,A Pilot Study of Sildenafil in COVID-19,Drug,Sildenafil,https://clinicaltrials.gov/show/NCT04304313,No Results,2020-03-23,2020-03-18
506,NCT04306055,ClinicalTrials.gov,2020-03-08,2020-03-12,Guangzhou Blood Center,Not Recruiting,Not Applicable,Interventional,No Country Given,Blood Donor Recruitment During Epidemic of COVID-19,Other,No Intervention,https://clinicaltrials.gov/show/NCT04306055,No Results,2020-03-23,2020-03-18
507,NCT04306497,ClinicalTrials.gov,2020-03-01,2020-03-02,"Jiangsu Famous Medical Technology Co., Ltd.",Recruiting,Phase 4,Observational,China,Clinical Trial on Regularity of TCM Syndrome and Differentiation Treatment of COVID-19.,Traditional Medicine (Unspecified),Traditional Medicine,https://clinicaltrials.gov/show/NCT04306497,No Results,2020-03-23,2020-03-18
508,NCT04302519,ClinicalTrials.gov,2020-02-27,2020-03-05,"CAR-T (Shanghai) Biotechnology Co., Ltd.",Not Recruiting,Early Phase 1,Interventional,No Country Given,Novel Coronavirus Induced Severe Pneumonia Treated by Dental Pulp Mesenchymal Stem Cells,ATMP,"Cells, mesenchymal",https://clinicaltrials.gov/show/NCT04302519,No Results,2020-03-23,2020-03-18
509,NCT04305457,ClinicalTrials.gov,2020-03-09,2020-03-13,Massachusetts General Hospital,Not Recruiting,Phase 2,Interventional,No Country Given,Nitric Oxide Gas Inhalation Therapy for Mild/Moderate COVID-19,Drug,Nitric oxide,https://clinicaltrials.gov/show/NCT04305457,No Results,2020-03-23,2020-03-18
510,NCT04305574,ClinicalTrials.gov,2020-03-08,2020-03-08,Jean Liu,Recruiting,Not Applicable,Observational,Singapore,Social Media Use During COVID-19,Other,No Intervention,https://clinicaltrials.gov/show/NCT04305574,No Results,2020-03-23,2020-03-18
511,NCT04310865,ClinicalTrials.gov,2020-03-15,2020-03-20,Zhong Wang,Not Recruiting,Phase 2/Phase 3,Interventional,China,Yinhu Qingwen Granula for the Treatment of Severe CoVID-19,Traditional Medicine (Drug),Traditional Medicine,https://clinicaltrials.gov/show/NCT04310865,No Results,2020-03-23,2020-03-25
512,NCT04305106,ClinicalTrials.gov,2020-03-09,2020-03-12,Qilu Hospital of Shandong University,Not Recruiting,Not Applicable,Interventional,China,Bevacizumab in Severe or Critical Patients With COVID-19 Pneumonia-RCT,Drug,Bevacizumab,https://clinicaltrials.gov/show/NCT04305106,No Results,2020-03-23,2020-03-18
513,NCT04306393,ClinicalTrials.gov,2020-03-10,2020-03-10,Massachusetts General Hospital,Not Recruiting,Phase 2,Interventional,No Country Given,Nitric Oxide Gas Inhalation in Severe Acute Respiratory Syndrome in COVID-19,Drug,Nitric oxide,https://clinicaltrials.gov/show/NCT04306393,No Results,2020-03-23,2020-03-18
514,NCT04310228,ClinicalTrials.gov,2020-03-09,2020-03-08,Peking University First Hospital,Recruiting,Not Applicable,Interventional,China,Favipiravir Combined With Tocilizumab in the Treatment of Corona Virus Disease 2019,Drug,Favipiravir,https://clinicaltrials.gov/show/NCT04310228,No Results,2020-03-23,2020-03-25
515,NCT04311177,ClinicalTrials.gov,2020-03-13,2020-03-16,University of Minnesota,Not Recruiting,Phase 2,Interventional,United States,Randomized Controlled Trial of Losartan for Patients With COVID-19 Not Requiring Hospitalization,Drug,ARB (Losartan),https://clinicaltrials.gov/show/NCT04311177,No Results,2020-03-23,2020-03-25
516,NCT04312009,ClinicalTrials.gov,2020-03-13,2020-03-16,University of Minnesota,Not Recruiting,Phase 2,Interventional,United States,Randomized Controlled Trial of Losartan for Patients With COVID-19 Requiring Hospitalization,Drug,ARB (Losartan),https://clinicaltrials.gov/show/NCT04312009,No Results,2020-03-23,2020-03-25
517,NCT04312243,ClinicalTrials.gov,2020-03-15,2020-03-20,Massachusetts General Hospital,Not Recruiting,Phase 2,Interventional,No Country Given,NO Prevention of COVID-19 for Healthcare Providers,Drug,Nitric oxide,https://clinicaltrials.gov/show/NCT04312243,No Results,2020-03-23,2020-03-25
518,NCT04312464,ClinicalTrials.gov,2020-03-04,2020-01-01,"Wuhan Union Hospital, China",Recruiting,Not Applicable,Observational,China,Myocardial Damage in COVID-19,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04312464,No Results,2020-03-23,2020-03-25
519,NCT04313322,ClinicalTrials.gov,2020-03-15,2020-03-16,Stem Cells Arabia,Recruiting,Phase 1,Interventional,Jordan,Treatment of COVID-19 Patients Using Wharton's Jelly-Mesenchymal Stem Cells,ATMP,"Cells, mesenchymal",https://clinicaltrials.gov/show/NCT04313322,No Results,2020-03-23,2020-03-25
520,NCT04306705,ClinicalTrials.gov,2020-03-08,2020-02-20,Tongji Hospital,Recruiting,Phase 4,Observational,China,Tocilizumab vs CRRT in Management of Cytokine Release Syndrome (CRS) in COVID-19,Drug,Tocilizumab,https://clinicaltrials.gov/show/NCT04306705,No Results,2020-03-23,2020-03-18
521,NCT04308187,ClinicalTrials.gov,2020-03-12,2020-03-11,"University Hospital, Clermont-Ferrand",Not Recruiting,Phase 2,Observational,France,Influence of the COvid-19 Epidemic on STRESS,Clinical Presentation,No Intervention,https://clinicaltrials.gov/show/NCT04308187,No Results,2020-03-23,2020-03-18
522,NCT04311697,ClinicalTrials.gov,2020-03-14,2020-04-01,"NeuroRx, Inc.",Not Recruiting,Phase 2,Interventional,"Israel, United States",Intravenous Aviptadil for COVID-19 Associated Acute Respiratory Distress,Drug,Aviptadil,https://clinicaltrials.gov/show/NCT04311697,No Results,2020-03-23,2020-03-25
