,trialid,registry,registration_date,enrollment_date,sponsors,recruitment_status,phase,study_type,countries,title,intervention_type,intervention,data_source,results_link,last_refreshed_on,first_seen
500,nct04292899,clinicaltrials.gov,2020-02-28,2020-03-06,gilead sciences,recruiting,phase 3,interventional,"hong kong,united states,south korea,taiwan,singapore",study to evaluate the safety and antiviral activity of remdesivir (gs-5734â„¢) in participants with severe coronavirus disease (covid-19),drug,remdesivir,https://clinicaltrials.gov/show/nct04292899,no results,2020-03-23,2020-03-18
501,nct04303507,clinicaltrials.gov,2020-03-06,2020-05-01,university of oxford,not recruiting,not applicable,interventional,no country given,chloroquine prevention of coronavirus disease (covid-19) in the healthcare setting,drug,chloroquine,https://clinicaltrials.gov/show/nct04303507,no results,2020-03-23,2020-03-18
502,nct04307693,clinicaltrials.gov,2020-03-10,2020-03-11,asan medical center,recruiting,phase 2,interventional,south korea,comparison of lopinavir/ritonavir or hydroxychloroquine in patients with mild coronavirus disease (covid-19),drug,combination: lopinavir/ritonavir vs hydroxychloroquine,https://clinicaltrials.gov/show/nct04307693,no results,2020-03-23,2020-03-18
503,nct04308317,clinicaltrials.gov,2020-03-04,2020-03-05,henan provincial people's hospital,recruiting,phase 4,interventional,china,tetrandrine tablets used in the treatment of covid-19,drug,tetrandrine,https://clinicaltrials.gov/show/nct04308317,no results,2020-03-23,2020-03-25
504,nct04304053,clinicaltrials.gov,2020-03-05,2020-03-15,lihir medical centre,not recruiting,phase 3,interventional,no country given,treatment of mild cases and chemoprophylaxis of contacts as prevention of the covid-19 epidemic,other,chemoprophylaxis,https://clinicaltrials.gov/show/nct04304053,no results,2020-03-23,2020-03-18
505,nct04304313,clinicaltrials.gov,2020-02-14,2020-02-09,tongji hospital,recruiting,phase 3,interventional,china,a pilot study of sildenafil in covid-19,drug,sildenafil,https://clinicaltrials.gov/show/nct04304313,no results,2020-03-23,2020-03-18
506,nct04306055,clinicaltrials.gov,2020-03-08,2020-03-12,guangzhou blood center,not recruiting,not applicable,interventional,no country given,blood donor recruitment during epidemic of covid-19,other,no intervention,https://clinicaltrials.gov/show/nct04306055,no results,2020-03-23,2020-03-18
507,nct04306497,clinicaltrials.gov,2020-03-01,2020-03-02,"jiangsu famous medical technology co.,ltd.",recruiting,phase 4,observational,china,clinical trial on regularity of tcm syndrome and differentiation treatment of covid-19.,traditional medicine (unspecified),traditional medicine,https://clinicaltrials.gov/show/nct04306497,no results,2020-03-23,2020-03-18
508,nct04302519,clinicaltrials.gov,2020-02-27,2020-03-05,"car-t (shanghai) biotechnology co.,ltd.",not recruiting,early phase 1,interventional,no country given,novel coronavirus induced severe pneumonia treated by dental pulp mesenchymal stem cells,atmp,"cells,mesenchymal",https://clinicaltrials.gov/show/nct04302519,no results,2020-03-23,2020-03-18
509,nct04305457,clinicaltrials.gov,2020-03-09,2020-03-13,massachusetts general hospital,not recruiting,phase 2,interventional,no country given,nitric oxide gas inhalation therapy for mild/moderate covid-19,drug,nitric oxide,https://clinicaltrials.gov/show/nct04305457,no results,2020-03-23,2020-03-18
510,nct04305574,clinicaltrials.gov,2020-03-08,2020-03-08,jean liu,recruiting,not applicable,observational,singapore,social media use during covid-19,other,no intervention,https://clinicaltrials.gov/show/nct04305574,no results,2020-03-23,2020-03-18
511,nct04310865,clinicaltrials.gov,2020-03-15,2020-03-20,zhong wang,not recruiting,phase 2/phase 3,interventional,china,yinhu qingwen granula for the treatment of severe covid-19,traditional medicine (drug),traditional medicine,https://clinicaltrials.gov/show/nct04310865,no results,2020-03-23,2020-03-25
512,nct04305106,clinicaltrials.gov,2020-03-09,2020-03-12,qilu hospital of shandong university,not recruiting,not applicable,interventional,china,bevacizumab in severe or critical patients with covid-19 pneumonia-rct,drug,bevacizumab,https://clinicaltrials.gov/show/nct04305106,no results,2020-03-23,2020-03-18
513,nct04306393,clinicaltrials.gov,2020-03-10,2020-03-10,massachusetts general hospital,not recruiting,phase 2,interventional,no country given,nitric oxide gas inhalation in severe acute respiratory syndrome in covid-19,drug,nitric oxide,https://clinicaltrials.gov/show/nct04306393,no results,2020-03-23,2020-03-18
514,nct04310228,clinicaltrials.gov,2020-03-09,2020-03-08,peking university first hospital,recruiting,not applicable,interventional,china,favipiravir combined with tocilizumab in the treatment of corona virus disease 2019,drug,favipiravir,https://clinicaltrials.gov/show/nct04310228,no results,2020-03-23,2020-03-25
515,nct04311177,clinicaltrials.gov,2020-03-13,2020-03-16,university of minnesota,not recruiting,phase 2,interventional,united states,randomized controlled trial of losartan for patients with covid-19 not requiring hospitalization,drug,arb (losartan),https://clinicaltrials.gov/show/nct04311177,no results,2020-03-23,2020-03-25
516,nct04312009,clinicaltrials.gov,2020-03-13,2020-03-16,university of minnesota,not recruiting,phase 2,interventional,united states,randomized controlled trial of losartan for patients with covid-19 requiring hospitalization,drug,arb (losartan),https://clinicaltrials.gov/show/nct04312009,no results,2020-03-23,2020-03-25
517,nct04312243,clinicaltrials.gov,2020-03-15,2020-03-20,massachusetts general hospital,not recruiting,phase 2,interventional,no country given,no prevention of covid-19 for healthcare providers,drug,nitric oxide,https://clinicaltrials.gov/show/nct04312243,no results,2020-03-23,2020-03-25
518,nct04312464,clinicaltrials.gov,2020-03-04,2020-01-01,"wuhan union hospital,china",recruiting,not applicable,observational,china,myocardial damage in covid-19,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04312464,no results,2020-03-23,2020-03-25
519,nct04313322,clinicaltrials.gov,2020-03-15,2020-03-16,stem cells arabia,recruiting,phase 1,interventional,jordan,treatment of covid-19 patients using wharton's jelly-mesenchymal stem cells,atmp,"cells,mesenchymal",https://clinicaltrials.gov/show/nct04313322,no results,2020-03-23,2020-03-25
520,nct04306705,clinicaltrials.gov,2020-03-08,2020-02-20,tongji hospital,recruiting,phase 4,observational,china,tocilizumab vs crrt in management of cytokine release syndrome (crs) in covid-19,drug,tocilizumab,https://clinicaltrials.gov/show/nct04306705,no results,2020-03-23,2020-03-18
521,nct04308187,clinicaltrials.gov,2020-03-12,2020-03-11,"university hospital,clermont-ferrand",not recruiting,phase 2,observational,france,influence of the covid-19 epidemic on stress,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04308187,no results,2020-03-23,2020-03-18
522,nct04311697,clinicaltrials.gov,2020-03-14,2020-04-01,"neurorx,inc.",not recruiting,phase 2,interventional,"israel,united states",intravenous aviptadil for covid-19 associated acute respiratory distress,drug,aviptadil,https://clinicaltrials.gov/show/nct04311697,no results,2020-03-23,2020-03-25
523,nct04312100,clinicaltrials.gov,2020-03-13,2020-02-01,henan provincial people's hospital,recruiting,not applicable,observational,china,sequential oxygen therapy strategy for patients with covid-19,drug,oxygen,https://clinicaltrials.gov/show/nct04312100,no results,2020-03-23,2020-03-25
524,nct04311398,clinicaltrials.gov,2020-03-14,2020-03-14,huashan hospital,not recruiting,not applicable,observational,china,development and verification of a new coronavirus multiplex nucleic acid detection system,diagnosis,no intervention,https://clinicaltrials.gov/show/nct04311398,no results,2020-03-23,2020-03-25
525,nct04313023,clinicaltrials.gov,2020-03-16,2020-04-01,"pulmotect,inc.",not recruiting,phase 2,interventional,no country given,the use pul-042 inhalation solution to prevent covid-19 in adults exposed to sars-cov-2,drug,"pul-042,unspecified immunomodulatory drug",https://clinicaltrials.gov/show/nct04313023,no results,2020-03-23,2020-03-25
526,nct04314232,clinicaltrials.gov,2020-03-17,2020-03-23,"university hospital,akershus",not recruiting,phase 3,observational,no country given,mechanisms to morbidity and mortality for covid-19,prognosis,no intervention,https://clinicaltrials.gov/show/nct04314232,no results,2020-03-23,2020-03-25
527,nct04315298,clinicaltrials.gov,2020-03-15,2020-03-16,regeneron pharmaceuticals,recruiting,phase 2/phase 3,interventional,united states,evaluation of the efficacy and safety of sarilumab in hospitalized patients with covid-19,drug,sarilumab,https://clinicaltrials.gov/show/nct04315298,no results,2020-03-23,2020-03-25
528,nct04313127,clinicaltrials.gov,2020-03-15,2020-03-19,cansino biologics inc.,not recruiting,phase 1,interventional,no country given,phase i clinical trial in healthy adult,atmp,adenovirus vector,https://clinicaltrials.gov/show/nct04313127,no results,2020-03-23,2020-03-25
529,nct04315870,clinicaltrials.gov,2020-03-18,2020-01-01,federico ii university,recruiting,not applicable,observational,italy,clinical characteristics of coronavirus disease 2019 (covid-19) in pregnancy: the italian registry on coronavirus in pregnancy.,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04315870,no results,2020-03-23,2020-03-25
530,nct04315987,clinicaltrials.gov,2020-03-18,2020-04-01,azidus brasil,not recruiting,phase 1,interventional,no country given,mesenchymal stem cell nestcellâ® to treat patients with severe covid-19 pneumonia,atmp,"cells,mesenchymal",https://clinicaltrials.gov/show/nct04315987,no results,2020-03-23,2020-03-25
531,nct04316728,clinicaltrials.gov,2020-03-14,2020-03-01,"centro studi internazionali,italy",not recruiting,not applicable,interventional,italy,clinical performance of the vivadiag â„¢ covid-19 lgm / igg rapid test in early detecting the infection of covid-19,diagnosis,no intervention,https://clinicaltrials.gov/show/nct04316728,no results,2020-03-23,2020-03-25
532,nct04313946,clinicaltrials.gov,2020-03-17,2020-03-18,professor adrian covic,recruiting,not applicable,observational,romania,artificial intelligence algorithms for discriminating between covid-19 and influenza pneumonitis using chest x-rays,diagnosis,no intervention,https://clinicaltrials.gov/show/nct04313946,no results,2020-03-23,2020-03-25
533,nct04314817,clinicaltrials.gov,2020-03-17,2020-03-17,groupe hospitalier pitie-salpetriere,recruiting,phase 1,observational,france,adverse events related to treatments used against coronavirus disease 2019,traditional medicine (unspecified),traditional medicine,https://clinicaltrials.gov/show/nct04314817,no results,2020-03-23,2020-03-25
534,nct04315896,clinicaltrials.gov,2020-03-18,2020-03-23,"national institute of respiratory diseases,mexico",not recruiting,phase 3,interventional,no country given,hydroxychloroquine treatment for severe covid-19 pulmonary infection (hydra trial),drug,hydroxychloroquine,https://clinicaltrials.gov/show/nct04315896,no results,2020-03-23,2020-03-25
535,nct04315948,clinicaltrials.gov,2020-03-13,2020-03-01,inserm,not recruiting,phase 3,interventional,no country given,trial of treatments for covid-19 in hospitalized adults,drug,combination: remdesivir vs lopinavir/ritonavir vs lopinavir/ritonavir + interferon beta vs hydroxychloroquine,https://clinicaltrials.gov/show/nct04315948,no results,2020-03-23,2020-03-25
536,nct04312997,clinicaltrials.gov,2020-03-16,2020-04-01,"pulmotect,inc.",not recruiting,phase 2,interventional,united states,the use of pul-042 inhalation solution to reduce the severity of covid-19 in adults positive for sars-cov-2 infection,drug,"pul-042,unspecified immunomodulatory drug",https://clinicaltrials.gov/show/nct04312997,no results,2020-03-23,2020-03-25
537,nct04314271,clinicaltrials.gov,2020-03-16,2020-03-20,xiangya hospital of central south university,recruiting,not applicable,observational,china,the observational study of cardiac and pulmonary ultrasound and evaluation of treatment of severe patients with novel coronavirus pneumonia,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04314271,no results,2020-03-23,2020-03-25
538,nct04316884,clinicaltrials.gov,2020-03-13,2020-03-12,uppsala university,recruiting,phase 4,observational,sweden,mechanisms for organ dysfunction in covid-19,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04316884,no results,2020-03-23,2020-03-25
539,nct04317092,clinicaltrials.gov,2020-03-19,2020-03-19,national cancer institute,recruiting,phase 2,interventional,italy,tocilizumab in covid-19 pneumonia (tocivid-19),drug,tocilizumab,https://clinicaltrials.gov/show/nct04317092,no results,2020-03-23,2020-03-25
540,nct04316299,clinicaltrials.gov,2020-03-17,2020-02-26,zhenhua zen,not recruiting,not applicable,observational,china,acute kidney injury in patients hospitalized with covid-19,clinical presentation,no intervention,https://clinicaltrials.gov/show/nct04316299,no results,2020-03-23,2020-03-25
541,nct04317040,clinicaltrials.gov,2020-03-19,2020-05-01,"oncoimmune,inc.",not recruiting,phase 3,interventional,united states,cd24fc as a non-antiviral immunomodulator in covid-19 treatment,atmp,gene-derived protein,https://clinicaltrials.gov/show/nct04317040,no results,2020-03-23,2020-03-25
542,chictr2000031163,chictr,2020-03-23,2020-02-16,the people's hospital of guangxi zhuang autonomous region,not recruiting,not applicable,observational,china,the relationship between vitamin d andnovel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51390,no results,2020-03-23,2020-03-25
543,nct04316377,clinicaltrials.gov,2020-03-13,2020-03-23,"university hospital,akershus",not recruiting,phase 4,interventional,no country given,norwegian coronavirus disease 2019 study,drug,hydroxychloroquine,https://clinicaltrials.gov/show/nct04316377,no results,2020-03-23,2020-03-25
544,isrctn14966673,isrctn,2020-03-18,2020-03-20,university hospital southampton nhs foundation trust,recruiting,not applicable,interventional,united kingdom,does point-of-care testing for coronavirus in hospital improve patient care compared to laboratory testing?,diagnosis,no intervention,http://isrctn.com/isrctn14966673,no results,2020-03-23,2020-03-25
545,isrctn86534580,isrctn,2020-03-22,2020-03-25,university of oxford,recruiting,phase 3,interventional,united kingdom,can hydroxychloroquine and coronavirus swabbing reduce hospital admission or death for older patients with suspected coronavirus infection?,drug,hydroxychloroquine,http://isrctn.com/isrctn86534580,no results,2020-03-23,2020-03-25
546,chictr2000031115,chictr,2020-03-22,2020-05-01,zhengzhou people's hospital,recruiting,not applicable,observational,china,a medical records based study of peripheral blood t lymphocyte subsets in patients with novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51032,no results,2020-03-23,2020-03-25
547,chictr2000031140,chictr,2020-03-22,2020-02-01,"union hospital,tongji medical college,huazhong university of science and technology",recruiting,not applicable,observational,china,study for the impact on fetus and neonates of vertical transmission of 2019-ncov,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50605,no results,2020-03-23,2020-03-25
548,chictr2000031138,chictr,2020-03-22,2020-02-26,"the third xiangya hospital,central south university",recruiting,not applicable,interventional,china,prospective exploratory clinical research on the efficacy and safety of pirfenidone capsules in the treatment of severe novel coronavirus pneumonia (covid-19),drug,pirfenidone,http://www.chictr.org.cn/showproj.aspx?proj=51416,no results,2020-03-23,2020-03-25
549,chictr2000031150,chictr,2020-03-23,2020-04-01,"hwa mei hospital,university of chinese academy of sciences",recruiting,not applicable,health services research,china,application of radiology in the prevention and control system of emergency respiratory infectious diseases,other (radiology),radiology,http://www.chictr.org.cn/showproj.aspx?proj=51021,no results,2020-03-23,2020-03-25
550,chictr2000031139,chictr,2020-03-22,2020-03-20,wuhan jinyintan hospital (wuhan infectious diseases hospital),recruiting,not applicable,interventional,china,safety and effectiveness of human embryonic stem cell-derived m cells (castem) for pulmonary fibrosis correlated with novel coronavirus pneumonia (covid-19),atmp,"cells,stem cells",http://www.chictr.org.cn/showproj.aspx?proj=51404,no results,2020-03-23,2020-03-25
551,chictr2000031104,chictr,2020-03-22,2020-02-05,the fifth affiliated hospital of sun yat-sen university,recruiting,not applicable,observational,china,study for metagenomics of patients with novel coronavirus pneumonia (covid-19),genomics,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51185,no results,2020-03-23,2020-03-25
552,chictr2000031088,chictr,2020-03-22,2020-02-09,xiangyang first people's hospital,recruiting,not applicable,observational,china,a prognosis study of novel coronavirus pneumonia (covid-19),prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51132,no results,2020-03-23,2020-03-25
553,chictr2000031089,chictr,2020-03-22,2020-03-13,guangzhou eighth people's hospital,not recruiting,not applicable,interventional,china,a medical records based study for tou-jie-qu-wen granules in the treatment of mild and moderate patients with novel coronavirus pneumonia (covid-19),traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51136,no results,2020-03-23,2020-03-25
554,chictr2000030993,chictr,2020-03-20,2020-03-12,renmin hospital of wuhan university,not recruiting,not applicable,diagnostic test,china,a medical records based study for the value of upper respiratory tract virus detection in the assessment of rehabilitation of novel coronavirus pneumonia (covid-19) patient,prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51342,no results,2020-03-23,2020-03-25
555,chictr2000031090,chictr,2020-03-22,2020-03-23,ningbo kangning hospital,not recruiting,not applicable,interventional,china,psychological support for diagnosed patients with novel coronavirus pneumonia (covid-19),other (psych),psychological,http://www.chictr.org.cn/showproj.aspx?proj=51148,no results,2020-03-23,2020-03-25
556,chictr2000030996,chictr,2020-03-20,2020-03-18,"xiyuan hospital,chinese academy of traditional chinese medicine",recruiting,not applicable,interventional,china,effect of auricular point pressing on insomnia of novel coronavirus pneumonia (covid-19) patients: a randomized controlled trial.,traditional medicine (other),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51349,no results,2020-03-23,2020-03-25
557,chictr2000030992,chictr,2020-03-20,2020-03-10,"changzheng hospital,naval military medical university,shanghai",recruiting,not applicable,diagnostic test,no country given,a medical records based study for the diagnosis and prognosis prediction ai model of novel coronavirus pneumonia (covid-19),diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51338,no results,2020-03-23,2020-03-25
558,chictr2000030989,chictr,2020-03-20,2020-03-20,beijing normal university,not recruiting,not applicable,interventional,china,internet based solution focused brief therapy treating adolescent anxiety under the novel coronavirus pneumonia (covid-19) outbreak: a randomized controlled trial,other (psych),psychological,http://www.chictr.org.cn/showproj.aspx?proj=51331,no results,2020-03-23,2020-03-25
559,chictr2000031023,chictr,2020-03-21,2020-03-16,hu'nan cancer hospital,recruiting,not applicable,interventional,china,perioperative immune prediction and intervention of tumor patients undergoing surgery during the novel coronavirus pneumonia (covid-19) outbreak period,prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50984,no results,2020-03-23,2020-03-25
560,chictr2000031014,chictr,2020-03-21,2020-03-19,"hwa mei hospital,university of chinese academy of sciences",not recruiting,not applicable,observational,china,a study for sars-cov-2 rna level in blood and excrement of novel coronavirus pneumonia (covid-19) convalescent patients,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51348,no results,2020-03-23,2020-03-25
561,chictr2000030987,chictr,2020-03-20,2020-03-05,"beijing chaoyang hospital,capital medical university",recruiting,phase 2/phase 3,interventional,china,a randomized controlled trial for favipiravir tablets combine with chloroquine phosphate in the treatment of novel coronavirus pneumonia (covid-19),drug,favipiravir,http://www.chictr.org.cn/showproj.aspx?proj=51329,no results,2020-03-23,2020-03-25
562,chictr2000030985,chictr,2020-03-20,2020-03-04,renmin hospital of wuhan university,not recruiting,not applicable,observational,china,"psychological responses of medical staff during the metaphase of novel coronavirus pneumonia (covid-19) outbreak in hubei,china",other (psych),no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51311,no results,2020-03-23,2020-03-25
563,chictr2000030986,chictr,2020-03-20,2020-03-20,shenzhen third people's hospital,recruiting,not applicable,observational,china,correlation of t lymphocytes level and clinical severity in novel coronavirus pneumonia (covid-19) patients: a medical records based retrospective study,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51316,no results,2020-03-23,2020-03-25
564,chictr2000030961,chictr,2020-03-20,2020-01-01,"changzheng hospital,naval military medical university,shanghai",recruiting,not applicable,observational,no country given,"a medical records based retrospective study for clinical characteristics,treatments and prognosis of patients with novel coronavirus pneumonia (covid-19) in wuhan",clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51291,no results,2020-03-23,2020-03-25
565,chictr2000030988,chictr,2020-03-20,2020-03-23,guangdong provincial hospital of chinese medicine,not recruiting,not applicable,interventional,china,a rct for hua-shi bai-du granules in patients with novel coronavirus pneumonia (covid-19),traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51317,no results,2020-03-23,2020-03-25
566,chictr2000030941,chictr,2020-03-18,2020-01-28,"hu'nan provincial people's hospital,hu'nan normal university",recruiting,not applicable,observational,china,"a medical records based study for clinical features and prognosis of severe patients with novel coronavirus pneumonia (covid-19) in huanggan,hubei in huanggang.",clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51000,no results,2020-03-23,2020-03-25
567,chictr2000030947,chictr,2020-03-19,2020-02-11,"beijing chaoyang hospital,capital medical university",recruiting,not applicable,observational,china,a medical records based study for clinical application of extracorporeal membrane oxygenation in the treatment of severe respiratory failure patients with novel coronavirus pneumonia (covid-19),drug,oxygen,http://www.chictr.org.cn/showproj.aspx?proj=51267,no results,2020-03-23,2020-03-25
568,chictr2000030946,chictr,2020-03-19,2020-02-10,the first affiliated hospital of guangzhou medical university,recruiting,phase 4,interventional,china,effects of different vte prevention methods on the prognosis of hospitalized patients with novel coronavirus pneumonia (covid-19),drug,lmwh,http://www.chictr.org.cn/showproj.aspx?proj=51265,no results,2020-03-23,2020-03-25
569,chictr2000030962,chictr,2020-03-20,2020-03-01,hospital of chengdu university of traditional chinese medicine,not recruiting,not applicable,observational,china,"clinical efficacy of tcm syndrome differentiation in the treatment of severe/critical type of novel coronavirus pneumonia (covid-19): a prospective,observational,one-arm clinical study",traditional medicine (other),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51254,no results,2020-03-23,2020-03-25
570,chictr2000030951,chictr,2020-03-19,2020-03-20,"tongji hospital,tongji medical college,huazhong university of science and technology",not recruiting,not applicable,diagnostic test,china,developing and evaluating of artificial intelligence triage system for suspected novel coronavirus pneumonia (covid-19): a retrospective study,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51283,no results,2020-03-23,2020-03-25
571,chictr2000030952,chictr,2020-03-19,2020-01-18,the fifth affiliated hospital of sun yat-sen university,recruiting,not applicable,observational,china,myocardial injury and arrythmias in the novel coronavirus pneumonia (covid-19) patients,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51278,no results,2020-03-23,2020-03-25
572,chictr2000030950,chictr,2020-03-19,2020-02-10,west china hospital of sichuan university,recruiting,not applicable,basic science,china,study for novel coronavirus pneumonia (covid-19) patients etiology and immune response and guidance for vaccine design,clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51272,no results,2020-03-23,2020-03-25
573,chictr2000030940,chictr,2020-03-18,2020-02-01,longhua hospital affiliated to shanghai university of traditional chinese medicine,not recruiting,not applicable,interventional,china,study for ''bai-du duan fang'' application on the acupoint in the treatment of general type novel coronavirus pneumonia (covid-19),traditional medicine (other),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51061,no results,2020-03-23,2020-03-25
574,chictr2000030939,chictr,2020-03-18,2020-03-16,pla general hospital,recruiting,not applicable,interventional,china,preliminary evaluation of the safety and efficacy of oral ll-37 antiviral peptide (cas001) in the treatment of novel coronavirus pneumonia (covid-19),atmp,gene-derived protein,http://www.chictr.org.cn/showproj.aspx?proj=51059,no results,2020-03-23,2020-03-25
575,chictr2000030944,chictr,2020-03-18,2020-09-01,the second affiliated hospital of nanchang university,not recruiting,phase 1,interventional,china,clinical study of human nk cells and mscs transplantation for severe novel coronavirus pneumonia (covid-19),atmp,"cells,mesenchymal/nk",http://www.chictr.org.cn/showproj.aspx?proj=50199,no results,2020-03-23,2020-03-25
576,chictr2000030942,chictr,2020-03-18,2020-01-20,shanghai kongjiang hospital,not recruiting,not applicable,observational,china,combined diagnostic value of novel coronavirus (2019-cov) infection detected by nlr and crp,diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50981,no results,2020-03-23,2020-03-25
577,chictr2000030933,chictr,2020-03-18,2020-03-31,the first affiliated hospital of nanchang university,not recruiting,not applicable,interventional,china,effectiveness of ''liu-zi-jue'' combined with respiratory muscle training for respiratory function in novel coronavirus pneumonia (covid-19) patients: a randomized controlled trial,traditional medicine (other),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51184,no results,2020-03-23,2020-03-25
578,chictr2000030932,chictr,2020-03-18,2020-02-01,anqing municipal hospital,recruiting,not applicable,observational,china,correlation between virological negative conversion and clinical factors and prognosis in patients with novel coronavirus pneumonia (covid-19),prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51230,no results,2020-03-23,2020-03-25
579,chictr2000030943,chictr,2020-03-18,2020-03-31,shandong provincial hospital,not recruiting,not applicable,observational,china,venous thrombosis risk of novel coronavirus pneumonia (covid-19) patients: a prospective study,prognosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50898,no results,2020-03-23,2020-03-25
580,chictr2000030936,chictr,2020-03-18,2020-03-10,hospital of chengdu university of traditional chinese medicine,recruiting,not applicable,interventional,china,a real-world study for the chinese medicines ''xinguan 2'' and ''xinguan 3'' in the treatment of novel coronavirus pneumonia (covid-19),traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51100,no results,2020-03-23,2020-03-25
581,chictr2000030937,chictr,2020-03-18,2020-03-19,the first affiliated hospital of guangzhou medical university,recruiting,phase 4,interventional,china,"a randomized,open-label,controlled trial for gu-shen ding-chuan-wan in the treatment of patients with novel coronavirus pneumonia (covid-19) at recovery phase with fei-pi-qi-xu zhen",traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51240,no results,2020-03-23,2020-03-25
582,chictr2000030919,chictr,2020-03-17,2020-03-20,xiangya hospital of central south university,not recruiting,not applicable,observational,china,an observational study for cardiac and pulmonary ultrasound and evaluation of treatment of severe patients with novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51149,no results,2020-03-23,2020-03-25
583,chictr2000030938,chictr,2020-03-18,2020-02-28,the first teaching hospital of tianjin university of traditional chinese medicine,recruiting,not applicable,observational,china,clinical investigation and reseach on tcm syndrome of novel coronavirus pneumonia (covid-19),traditional medicine (other),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51239,no results,2020-03-23,2020-03-25
584,chictr2000030923,chictr,2020-03-17,2020-02-15,affiliated hospital of shaanxi university of traditional chinese medicine,recruiting,not applicable,interventional,china,the treatment and diagnosis plan of integrated traditional chinese and western medicine for novel coronavirus pneumonia (covid-19),traditional medicine + western medicine,traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=51139,no results,2020-03-23,2020-03-25
585,chictr2000030934,chictr,2020-03-18,2020-03-01,the fifth affiliated hospital of sun yat-sen university,recruiting,not applicable,observational,china,a platform for rapid immuno-detection and emergency vaccine development of novel coronavirus (2019-cov),diagnosis,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51160,no results,2020-03-23,2020-03-25
586,chictr2000030929,chictr,2020-03-17,2020-03-17,renmin hospital of wuhan university,not recruiting,not applicable,interventional,china,"a randomized,double-blind,parallel-controlled trial to evaluate the efficacy and safety of anti-sars-cov-2 virus inactivated plasma in the treatment of severe novel coronavirus pneumonia (covid-19)",atmp,plasma,http://www.chictr.org.cn/showproj.aspx?proj=50696,no results,2020-03-23,2020-03-25
587,chictr2000030931,chictr,2020-03-18,2020-03-23,huizhou municipal central hospital,not recruiting,not applicable,observational,china,a medical records based study for clinical characteristic and outcomes of hospitalized patients with novel coronavirus pneumonia (covid-19),clinical presentation,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=51212,no results,2020-03-23,2020-03-25
588,chictr2000030771,chictr,2020-03-14,2020-03-01,the second xiangya hospital of csu,not recruiting,not applicable,diagnostic test,china,screening and identification of peripheral blood biomarkers in patients with covid-19 infection based on multiomics studies,genomics,no intervention,http://www.chictr.org.cn/showproj.aspx?proj=50961,no results,2020-03-23,2020-03-25
589,chictr2000030920,chictr,2020-03-17,2020-02-20,"hwa mei hospital,university of chinese academy of sciences",recruiting,not applicable,interventional,china,"evaluation of the effect of taking tricholoma matsutake,cannabis sativa capsule and dendrobium candidum to nutrition intervention of patients with novel coronavirus pneumonia (covid-19) during convalescence.",traditional medicine (drug),traditional medicine,http://www.chictr.org.cn/showproj.aspx?proj=50476,no results,2020-03-23,2020-03-25
